765.0,360.0,2023-11-18T22:12:28.764061
1154.0,140.0,2023-11-18T22:12:30.429784
900.0,574.0,2023-11-18T22:12:31.489474
1112.0,647.0,2023-11-18T22:12:32.056445
53.0,505.0,2023-11-18T22:12:33.108446
25.0,38.0,2023-11-18T22:12:34.303970
323.0,59.0,2023-11-18T22:12:34.891401
532.0,22.0,2023-11-18T22:12:35.503255
309.0,453.0,2023-11-18T22:12:37.132870
1073.0,524.0,2023-11-18T22:12:41.589655
995.0,343.0,2023-11-18T22:12:42.152653
600.0,387.0,2023-11-18T22:12:42.756652
911.0,374.0,2023-11-18T22:12:43.418570
476.0,408.0,2023-11-18T22:12:44.437676
476.0,408.0,2023-11-18T22:12:44.555677
476.0,408.0,2023-11-18T22:12:44.690677
51.0,638.0,2023-11-18T22:13:23.259394
51.0,638.0,2023-11-18T22:13:23.395059
51.0,638.0,2023-11-18T22:13:23.551894
51.0,638.0,2023-11-18T22:13:23.678460
51.0,638.0,2023-11-18T22:13:23.814139
51.0,638.0,2023-11-18T22:13:23.963846
51.0,638.0,2023-11-18T22:13:24.128062
51.0,638.0,2023-11-18T22:13:24.297346
51.0,638.0,2023-11-18T22:13:24.440543
51.0,638.0,2023-11-18T22:13:24.611590
51.0,638.0,2023-11-18T22:13:24.752134
151.0,530.0,2023-11-18T22:13:25.033985
151.0,530.0,2023-11-18T22:13:25.206894
212.0,401.0,2023-11-18T22:13:25.653482
212.0,401.0,2023-11-18T22:13:25.864987
212.0,401.0,2023-11-18T22:13:26.092156
440.0,349.0,2023-11-18T22:13:26.252416
966.0,339.0,2023-11-18T22:13:26.527295
931.0,310.0,2023-11-18T22:13:26.703887
575.0,226.0,2023-11-18T22:13:26.878935
844.0,285.0,2023-11-18T22:13:27.054843
894.0,284.0,2023-11-18T22:13:27.259790
466.0,270.0,2023-11-18T22:13:27.441587
879.0,377.0,2023-11-18T22:13:27.618213
923.0,394.0,2023-11-18T22:13:27.817180
935.0,302.0,2023-11-18T22:13:28.027592
300.0,234.0,2023-11-18T22:13:28.244575
521.0,325.0,2023-11-18T22:13:28.456357
895.0,181.0,2023-11-18T22:13:28.659871
845.0,332.0,2023-11-18T22:13:28.863955
388.0,233.0,2023-11-18T22:13:29.118463
853.0,381.0,2023-11-18T22:13:29.343738
1036.0,494.0,2023-11-18T22:13:29.800470
1036.0,494.0,2023-11-18T22:13:29.956182
706.0,360.0,2023-11-18T22:13:30.145465
614.0,296.0,2023-11-18T22:13:30.349143
906.0,375.0,2023-11-18T22:13:30.540516
575.0,415.0,2023-11-18T22:13:30.751258
839.0,229.0,2023-11-18T22:13:30.954426
971.0,409.0,2023-11-18T22:13:31.151627
469.0,354.0,2023-11-18T22:13:31.390309
547.0,463.0,2023-11-18T22:13:31.616837
987.0,513.0,2023-11-18T22:13:31.820561
1145.0,426.0,2023-11-18T22:13:32.010469
967.0,310.0,2023-11-18T22:13:32.214044
450.0,281.0,2023-11-18T22:13:32.432236
518.0,161.0,2023-11-18T22:13:32.643685
754.0,228.0,2023-11-18T22:13:32.812776
747.0,267.0,2023-11-18T22:13:33.016933
317.0,138.0,2023-11-18T22:13:33.199783
311.0,127.0,2023-11-18T22:13:33.405631
198.0,117.0,2023-11-18T22:13:33.590265
144.0,104.0,2023-11-18T22:13:33.787217
116.0,95.0,2023-11-18T22:13:33.964465
76.0,64.0,2023-11-18T22:13:34.152753
54.0,13.0,2023-11-18T22:13:34.356276
659.0,64.0,2023-11-18T22:13:34.688071
254.0,72.0,2023-11-18T22:13:34.913422
213.0,77.0,2023-11-18T22:13:35.130174
333.0,63.0,2023-11-18T22:13:35.335528
336.0,61.0,2023-11-18T22:13:35.527227
276.0,54.0,2023-11-18T22:13:35.902765
157.0,17.0,2023-11-18T22:13:36.043024
157.0,17.0,2023-11-18T22:13:36.245618
87.0,27.0,2023-11-18T22:13:36.451014
104.0,27.0,2023-11-18T22:13:36.654731
523.0,23.0,2023-11-18T22:13:36.843669
1072.0,175.0,2023-11-18T22:13:37.033802
640.0,331.0,2023-11-18T22:13:37.251448
311.0,342.0,2023-11-18T22:13:37.474877
791.0,494.0,2023-11-18T22:13:37.694870
791.0,494.0,2023-11-18T22:13:37.984957
832.0,511.0,2023-11-18T22:13:38.139991
851.0,517.0,2023-11-18T22:13:38.339911
819.0,506.0,2023-11-18T22:13:38.511655
605.0,389.0,2023-11-18T22:13:38.700585
614.0,342.0,2023-11-18T22:13:38.862942
691.0,300.0,2023-11-18T22:13:39.018203
